artist_id;genre
41545;Heavy Metal
45517;K-Pop
17549;Dance
3623;Blues
41972;Blues
9421;Jazz
38621;Heavy Metal
36580;Indie
36795;Metal
39965;Boy Band
1299;Live
1225;Pop-Rock
6704;Indietronica
18889;Latino
38499;Death Metal
35609;Latino
19254;K-Pop
44228;Black Metal
690;Alternative
26445;Alternative
38062;Compilation
5542;Punk
39888;Pop
7651;Gospel
25264;Indie
44721;Retro
48028;Jazz
17020;Rock
34143;Punk
11372;K-Pop
24681;Country
44175;Live
23736;Trap
3521;Death Metal
45641;Rock
19549;Deep House
36087;Rap
16741;Parody
11919;Electro-Pop
13336;Rap
42696;Ambient
41663;Rap
37180;Folk
42840;Indie
18306;Lounge
48271;Techno
43662;Retro
27074;Pop-Rock
2864;Rock
34300;Brit-Pop
43258;Death Metal
26343;Unplugged
35072;Rap
11341;Indie
26149;Indie
1002;K-Pop
3457;Pop
49242;Hard Rock
34510;Dance
42477;Pop
8015;Jazz
21075;Black Metal
49201;Death Metal
32726;Country
5713;Punk
39403;Lounge
18281;Latino
19268;Rap
40434;Lounge
22254;Gospel
8264;Metal
17366;Dance
29965;Alternative
6905;Punk
8078;Lounge
6417;Lounge
4699;Country
47104;Rap
22485;Indie
38250;Indie
972;J-Rock
29872;Pop
855;Country
30762;Latino
11292;Alternative
31428;Hard Rock
40733;Alternative
39025;Trap
4243;Rap
28472;Indie
35698;Pop
33254;Jazz
17538;Compilation
23091;K-Pop
12169;Unplugged
16813;Trap
25714;Techno
35676;Techno
24661;Indie
10345;Hard Rock
21796;Indie
47798;Death Metal
2484;Hard Rock
32660;Boy Band
12312;Country
38234;Rock
6876;Compilation
37181;Dance
741;Electro-Pop
17217;Rap
10770;Western
34498;Retro
34581;Pop
17589;Indie
27194;Indietronica
27981;Indietronica
574;Hard Rock
15122;Rock
7425;Heavy Metal
6642;Rap
40399;Indie
26186;Blues
22465;Parody
49535;Compilation
4101;Pop
12979;Indie
25297;Pop
12839;Pop
37250;Deep House
36455;Punk
34097;Country
6180;Boy Band
45032;Blues
14310;Rock
37497;Country
35659;Hard Rock
26321;Folk
46451;Retro
14660;Hard Rock
16042;Punk
19765;Dance
30018;Lounge
43535;K-Pop
21594;Techno
16200;Blues
11892;Rock
16479;Alternative
45787;Rap
45434;Gospel
23120;Lounge
11560;Western
38670;Blues
38566;Boy Band
32027;Unplugged
27295;Lounge
16187;Indie
48989;Gospel
6001;Black Metal
28751;Western
1794;Rock
30795;Live
38728;Deep House
17486;Pop
39385;Indie
2089;Hard Rock
36614;Rap
11327;Dance
20981;Indie
32906;Indie
46406;Blues
7840;Parody
26586;Punk
3471;Alternative
2180;Lounge
36584;Indie
4389;Folk
44273;Indie
5651;Black Metal
45669;Latino
47093;Blues
49769;Rap
48782;Retro
46127;Dance
35685;Black Metal
37594;Unplugged
31262;Rock
8558;Rap
44848;Jazz
33810;Gospel
28929;Electro-Pop
18793;Blues
1359;Retro
46053;Punk
18102;Compilation
15223;Dance
26883;Indie
23399;Lounge
6685;Alternative
18568;Indie
33526;Unplugged
17293;Dance
9812;Black Metal
15765;Live
7922;Indie
37844;Dance
38249;Punk
22076;Punk
48134;Punk
14070;Pop
13048;Compilation
8176;Pop
40120;Rap
42368;Trap
2806;Rap
5450;Punk
13702;Punk
33597;Electro-Pop
19511;Ambient
29924;Rap
378;Trap
19442;Brit-Pop
2344;Death Metal
24886;Rap
36184;Trap
35183;Latino
40962;Blues
39929;Latino
7914;Deep House
49140;Indietronica
36639;Folk
10726;Parody
11788;Pop
47957;K-Pop
45364;Rap
27368;Gospel
3545;Parody
47127;Indie
21856;Indie
22260;Compilation
29442;Latino
27609;Indie
1670;Live
31377;Dance
44032;Country
38125;Live
18194;Holy Metal
46154;Jazz
9307;Heavy Metal
3849;Heavy Metal
48252;Country
37660;Country
34015;Heavy Metal
35506;Indie
37153;Parody
44624;Pop-Rock
23;Pop
3506;Indie
12704;Gospel
38125;Indie
7355;Jazz
16128;Parody
11147;Progressive
49880;Dance
3725;Deep House
22998;Dance
41307;Black Metal
24135;Black Metal
31823;Pop
20807;Latino
6228;Retro
28298;Heavy Metal
45365;Trap
23242;Rock
44447;Pop
32679;Hard Rock
10969;Latino
46659;Blues
31247;Electro-Pop
21849;Lounge
23130;Rap
10679;Live
29041;Trap
4770;K-Pop
22266;Lounge
45225;Rock
15333;Indie
19308;Pop
3192;Live
19087;Boy Band
46943;Pop
18642;K-Pop
32021;Ambient
43847;Brit-Pop
12539;Retro
13284;Latino
30617;Indietronica
18625;Indie
42455;Rap
4129;Progressive
23307;Brit-Pop
31293;Progressive
28435;Indie
41732;Pop-Rock
1174;Rap
30166;Holy Metal
6763;Pop-Rock
8512;Jazz
36071;Retro
48817;Death Metal
34242;Country
36056;Trap
6232;K-Pop
21866;Live
40808;Pop-Rock
47582;Boy Band
601;Alternative
6073;Techno
28266;Latino
4360;Indie
3652;Pop-Rock
23906;Retro
35938;K-Pop
28871;Latino
45019;Rap
40198;Electro-Pop
9282;Lounge
30287;Progressive
44600;Rap
38875;Lounge
34022;Folk
5983;Latino
6545;Rock
49853;Blues
13076;Rock
38933;Progressive
32114;Electro-Pop
10998;Retro
1677;Rap
9812;Metal
45540;Black Metal
42808;Progressive
13368;Heavy Metal
17190;Latino
3054;Deep House
38362;Punk
26447;Heavy Metal
11724;Indie
44725;Compilation
25580;J-Rock
45923;Live
5861;J-Rock
34763;Jazz
11373;Live
36570;Rock
48376;Electro-Pop
29851;Brit-Pop
45377;Rock
28807;K-Pop
12972;Progressive
1489;Black Metal
49722;Indie
6290;Pop
14355;Boy Band
16280;Hard Rock
8590;Death Metal
42992;Compilation
38528;Retro
22543;Black Metal
40962;Gospel
29400;Live
20769;Punk
43901;Alternative
46297;Unplugged
39358;Blues
10417;Black Metal
48867;Dance
47305;Rock
44554;Indie
42191;Rock
22914;Latino
8284;Techno
29700;Indie
14876;Punk
6767;Hard Rock
45941;J-Rock
28418;Blues
36578;Rap
10016;K-Pop
31794;Western
19958;Trap
14662;Western
18478;Indietronica
24830;Retro
23496;Rap
30710;Indie
32189;Dance
38246;Rap
15953;Unplugged
26724;Pop
32087;Alternative
41622;Hard Rock
49971;Pop
276;Dance
44340;Holy Metal
18615;Jazz
1928;Metal
12504;Indietronica
37467;Latino
20880;Indie
49944;Folk
2279;Pop-Rock
1492;Pop
48831;Rap
4504;Death Metal
18715;Punk
12138;Western
26305;Country
4289;Ambient
2837;Western
16891;Indie
14146;Holy Metal
1432;Ambient
30976;Heavy Metal
10771;Indietronica
30763;Indie
40098;Metal
21531;Rap
23534;Rap
11193;Latino
24202;Metal
27733;Deep House
15022;Folk
31242;Rap
20744;Country
9367;Pop
5145;Electro-Pop
29210;Ambient
35467;Indie
29178;Death Metal
15196;Progressive
18091;Indietronica
5511;Blues
2440;Pop
4569;Live
12546;Live
23620;Indietronica
6597;Indie
34955;Jazz
14739;Latino
19661;Rock
31868;Lounge
8530;Holy Metal
29950;Rap
201;Techno
45995;Latino
49410;Dance
26468;Pop
44753;Rap
39320;Indie
6534;Unplugged
2217;Boy Band
24457;J-Rock
22058;Indie
44163;Pop
7393;Dance
45687;K-Pop
25770;Rock
1727;Western
5047;Pop
43148;Compilation
42714;Electro-Pop
32016;Dance
44456;Rap
42981;Progressive
45456;K-Pop
16740;Rock
26461;Techno
22103;Progressive
40082;Rap
39743;Techno
9248;Death Metal
36321;Dance
28813;Holy Metal
48883;Western
35813;Electro-Pop
35388;Unplugged
49737;Western
10192;Dance
3862;Progressive
618;Dance
35623;Dance
6070;Indie
17167;Pop
40709;Pop-Rock
33486;Punk
15478;J-Rock
44625;Parody
35579;J-Rock
13365;Metal
27356;Trap
11060;Indietronica
10204;Brit-Pop
27413;K-Pop
14003;Lounge
15098;Pop-Rock
27999;Rock
8153;Lounge
36112;Live
8076;Pop
44151;Pop-Rock
19133;Black Metal
35003;Electro-Pop
33112;Rap
29995;Folk
31293;Dance
43238;Lounge
6686;Indie
28422;Latino
1459;Rock
12729;K-Pop
19658;J-Rock
11438;Ambient
11506;Live
5201;Boy Band
27462;Boy Band
30383;Death Metal
10665;Indie
29682;Trap
42197;Compilation
8714;Country
37556;Pop
8600;Indie
45070;Folk
35517;Black Metal
6760;Heavy Metal
157;Brit-Pop
17824;Lounge
8232;Indie
17529;Trap
33519;Compilation
35669;Punk
36747;Pop
44946;Folk
6972;Lounge
48790;Rap
21316;Western
13946;Indie
8931;Metal
45059;Blues
6895;Blues
7909;Live
20490;Indie
5086;Metal
10844;Indie
37896;Pop
39459;Rock
28090;Punk
8490;Electro-Pop
33189;Alternative
7639;Western
17948;Rap
16727;Trap
46360;Electro-Pop
5409;Live
15745;Rock
16068;Progressive
15514;Blues
6626;Rock
46393;Indie
4063;Blues
27801;J-Rock
42941;Dance
6965;Deep House
26929;Hard Rock
2663;Rock
2288;Rap
399;Holy Metal
34524;Deep House
404;Holy Metal
33018;Punk
13189;Pop-Rock
37050;Alternative
824;Pop
30162;Pop-Rock
31922;Electro-Pop
41537;Electro-Pop
20523;Brit-Pop
14026;Indie
14687;Indietronica
16026;Punk
48351;Hard Rock
6580;Pop
4761;Indie
27921;J-Rock
23062;Unplugged
15466;Pop
1151;Electro-Pop
20392;Jazz
9114;Heavy Metal
46986;Latino
39790;Pop
12163;Jazz
22353;J-Rock
23015;Western
40794;Rock
685;Black Metal
4701;Brit-Pop
46906;Pop-Rock
32578;Electro-Pop
20540;Jazz
32638;Western
29064;J-Rock
33485;K-Pop
18762;Hard Rock
25260;Punk
31151;Indie
40583;Holy Metal
405;K-Pop
17927;Compilation
30040;Unplugged
23793;Techno
10611;Country
32476;Pop-Rock
36051;Latino
10004;Holy Metal
35593;Latino
30369;Metal
6877;Unplugged
10585;Gospel
8422;Jazz
22071;Heavy Metal
48220;Ambient
10244;Rap
10744;Indie
43457;Western
19437;Deep House
44572;Folk
25645;K-Pop
34819;Pop
47546;Latino
47458;Latino
28717;Alternative
33412;Rock
18115;Rock
4557;Dance
40679;Indie
35454;Unplugged
14581;Parody
9396;Trap
14765;Rap
1547;Jazz
41598;Metal
8837;Rock
43162;Gospel
34679;Progressive
27440;Pop
27079;J-Rock
8293;Western
49195;Indie
44093;Parody
16952;Pop-Rock
48102;Rock
8968;Techno
9202;Rap
16076;Unplugged
4627;Trap
45584;Indie
12238;Dance
11894;Trap
14833;K-Pop
48740;Compilation
18751;Live
15556;Lounge
31235;Rock
35810;Rap
41158;Latino
13077;Rap
10755;Rap
15334;Unplugged
18159;Latino
27954;Live
32123;Latino
